url,scrap_url
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-aked-mara-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-bagan-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-bagan-serong-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-bazar-mara-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-belahan-tampok-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-belakang-tokong-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-besar-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-hoe-heng-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-hoe-hing-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-muhibbah-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-pak-awang-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-jalan-parit-mesjid-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-bagan-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-bagan-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-bumiputra-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-jambi-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-jambi-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-jambi-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-jambi-tengah-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-jaya-diri-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-jaya-diri-timur-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-lapis-sri-bahrom-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-lapis-sungai-dulang-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-alwee-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-besar-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-daing-mencening-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-jalal-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-jalal-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-latif-off-parit-ahmad-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-mengkudu-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-mengkudu-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-perpat-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-perpat-lapis-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-perpat-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-tamsir-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-tengah-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-parit-tengah-merlong-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-perpat-abd-rahman-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-perpat-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-perpat-tambak-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-barat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-besar-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-besar-tambak-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-kecil-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-laut-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-masjid-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-tengah-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-punggor-timur-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-seri-belahan-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-sri-bahrum-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-sri-bahrum-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-sri-belahan-tampok-darat-83100.html
https://postcode.my/location/johor/rengit/,https://postcode.my/johor-rengit-kampung-sri-ledang-83100.html
